	278
eagerly	36
eagerness	21
eagle	11
eagles	1
ear	65
eared	2
earl	2
earlier	27
earliest	12
early	116
earn	2
earned	1
earnest	13
earnestly	12
earnestness	6
earning	1
earrings	3
ears	56
earth	191
earth^a	7
earthed	1
earthly	10
earthquake	3
earthquakes	4
ease	58
eased	5
easel	1
easier	19
easiest	3
easily	58
easiness	3
east	8
easter	6
eastern	9
easy	71
eat	31
eaten	7
eating	15
eats	1
ebbing	2
ebook	23
ebooks	28
eccentric	1
eccentricities	1
ecclesiastical	5
echecleus	1
echeclus	2
echepolus	2
echinades	1
echius	2
echo	11
echoed	9
echoes	5
echoing	9
eclipse	1
eclipsed	1
economic	9
economists	1
economy	11
ecstasies	2
ecstasy	21
ecstatic	3
ecstatically	1
ed	6
eddies	1
edge	23
edged	9
edges	2
edging	2
edible	1
edict	1
edification	1
edifice	3
edifices	1
edinburgh	4
edition	7
editions	15
editor	1
editorial	3
editors	2
edmund	1
educate	7
educated	18
education	63
educational	6
edward	2
edwarde	1
ee	5
eel	1
eels	2
eetion	1
efface	2
effaced	1
effect	52
effected	1
effective	1
effects	16
effectual	3
effeminate	3
effervescence	1
effervescing	1
efficacious	2
efficacy	1
efficient	2
effort	66
efforts	44
effrontery	1
effulgence	2
effused	4
effusion	2
effusions	3
efimovna	1
eggs	4
ego	1
egoism	2
egoistic	1
egypt	1
egyptian	6
eh	40
ei	2
eight	48
eighteen	2
eighteenth	2
eighth	6
eighty	7
eikos	1
ein	5
einfaches	1
einosiphyllos	2
eioneus	1
eioneus^a	1
eiresione	1
either	165
ejected	1
ejecting	1
ejects	1
ejus	3
ekaterina	4
elaborate	6
elaborated	1
elapsed	9
elastic	1
elasticity	2
elasus	1
elate	5
elated	2
elation	1
elatus	1
elbow	20
elbows	16
elder	40
elderly	6
elders	7
eldest	26
elect	9
elected	6
electing	1
election	14
elections	26
electric	4
electricity	7
electronic	108
electronically	8
electrum	1
eleeinoteros	1
elegance	16
elegant	30
elegantly	1
elegiac	2
element	16
elemental	2
elementary	1
elements	8
eleon	1
elephant	1
eletsky	1
elevate	4
elevated	17
elevates	2
elevating	3
elevation	4
eleven	11
eleventh	2
elians	1
elicit	1
eliciting	1
eligibility	1
eligible	7
elis	7
elis^a	1
elixir	2
eliza	18
elizabeth	377
elizaveta	1
elks	1
elle	8
elliot	1
ellipse	1
ellipsis	1
elm	3
elms	1
elocution	2
eloquence	15
eloquent	4
eloquently	2
elphenor	2
else	144
elsewhere	5
elucidate	1
elude	3
eluded	8
eludes	1
emaciated	8
emaciation	4
email	10
emanated	1
emanation	1
emancipate	1
emancipation	9
emathia^a	1
emathian	1
emautan	1
embalm	1
embalon	1
embark	1
embark^a	1
embarkation	2
embarked	3
embarking	1
embarks	1
embarrassed	17
embarrassing	2
embarrassment	17
embassy	5
embattled	19
embellishment	2
embellishments	2
embers	5
embittered	2
embl'ee	1
emblaze	2
emblazed	3
emblem	1
embodied	17
embodiment	1
embolden^a	1
embosomed	1
emboss^a	4
embost	1
embowering	1
embrace	32
embraced	25
embraces	6
embraces^a	1
embracing	8
embroider^a	6
embroidered	11
embroidery	3
embrown^a	1
embrued	3
emendations	2
emerald	1
emerge	1
emerged	2
emergencies	1
emergency	3
emerging	1
emigration	1
eminence	1
eminent	6
eminently	4
emits	3
emmets	1
emotion	40
emotional	3
emotionalism	1
emotions	16
emperor	2
emphasis	8
emphasized	1
emphasizing	2
emphatic	3
emphatically	3
empie	1
empir	1
empire	13
empires	7
employ	58
employ^a	5
employed	39
employee	4
employees	8
employer	3
employes	1
employing	1
employment	8
employments	5
employs	3
empowered	1
empress	11
emptied	3
empty	40
emptying	1
empyreal	1
emulate	5
emulated	1
emulation	3
en	20
enable	7
enabled	7
enables	2
enabling	2
enact	1
enacted	1
enacts	1
enamell^a	1
enamour^a	4
encamp	1
encamp^a	1
encamped	1
encased	1
enchained	1
enchance	1
enchant	1
enchanted	5
enchanting	4
enchantment	3
enchants	1
enchased	1
encircle	1
encircled	2
enclose	5
enclosed	3
encomiums	1
encompass^a	4
encompassed	6
encompassing	1
encore	1
encounter	12
encountered	1
encountering	5
encounters	2
encourage	11
encouraged	16
encouragement	7
encouragers	1
encourages	4
encouraging	7
encouragingly	1
encroaching	2
encumber^a	2
encumbered	2
encycl	1
end	205
endangered	2
endeared	2
endearing	3
endeavored	1
endeavoring	1
endeavors	1
endeavour	24
endeavoured	34
endeavouring	14
endeavours	9
ended	26
ending	5
endless	22
endow	2
endowed	5
endowments	2
ends	33
endue	1
endued	16
endues	1
endurable	1
endurance	3
endurances	1
endure	30
endured	26
enduring	4
enemies	16
enemies^a	1
enemy	50
enemy^a	2
energetic	6
energetically	2
energies	6
energy	26
enervated	1
enfant	4
enfants	1
enfeebled	1
enfers	1
enfold	1
enfranchised	1
engage	55
engaged	65
engagement	15
engagements	6
engages	2
engaging	6
engine	4
engineer	1
engineers	2
engines	1
england	33
english	80
englishman	21
englishmen	3
englishwoman	2
engouement	1
engouements	1
engrafted	1
engravings	4
engross	1
engrossed	19
engrossing	2
enhance	1
enhanced	2
enhancing	1
enians	1
enigma	4
enigmatic	3
eniopeus^a	1
enispe	1
enjoin	1
enjoin^a	5
enjoined	3
enjoins	1
enjoy	46
enjoy^a	5
enjoyable	1
enjoyed	30
enjoying	23
enjoyment	38
enjoyments	2
enjoys	8
enkindled	1
enlarge	3
enlarged	5
enlarging	2
enlighten	1
enlightened	6
enlightening	1
enlightenment	4
enlists	1
enlivened	1
enmities	1
ennight	1
ennius	1
ennobled	2
ennobling	2
ennomus	3
ennui	2
enoch	6
enope	2
enops	1
enormity	2
enormous	22
enormously	1
enos	1
enough	141
enough^a	1
enounced	1
enquired	2
enraged	9
enraptured	2
enrich	4
enrich^a	5
enriched	1
enrolled	1
ensanguined	4
enshrined	1
ensign	3
ensigns	3
enslave	2
enslaved	2
ensue	2
ensued	2
ensues	3
ensuing	7
ensure	4
ensuring	4
entail	7
entailed	5
entailing	1
entails	1
entangled	1
entendons	1
enter	57
enter^a	6
entered	82
entering	31
enterprise	17
enters	11
entertain	9
entertained	11
entertaining	4
entertainment	9
entertainments	3
entertains	1
enteuthen	1
enthroned	1
enthusiasm	19
enthusiast	2
enthusiastic	12
enthusiastically	3
enticed	1
enticement	1
enticements	2
enticing	2
entire	14
entirely	58
entitled	3
entity	12
entr	3
entrails	11
entrance	48
entranced	2
entrancing	2
entrancingly	1
entreat	22
entreated	8
entreaties	10
entreating	5
entreats	3
entreaty	4
entrench	1
entrenchments	1
entrez	1
entrusted	1
entry	8
enumerate	1
enumerating	3
enumeration	4
enunciated	2
enunciation	1
enunciator	1
envelop	1
envelope	6
enveloped	4
envenom^a	1
envied	11
envies	2
envious	11
enviously	2
environs	6
envoy	1
envy	24
envying	1
enwrap	2
epae	1
epaean	2
epaltes	1
epaulet	1
epaulets	4
epean	1
epeian	3
epeians	3
epekrataese	1
epeus	4
ephemeral	1
ephialtes	3
ephyr^a	1
ephyre	2
ephyrian	1
epi	1
epic	12
epical	2
epicichlidia	1
epicles	2
epics	2
epidaure	1
epigeus	1
epigoni	1
epigram	3
epigrammatic	1
epigrams	1
epische	1
episode	7
episodes	4
epistle	4
epistor	1
epistrophus	2
epitaeoeimasi	1
epitaph	1
epithet	10
epithets	9
epoch	5
epoiei	1
epos	1
equable	2
equal	96
equality	1
equall^a	1
equalled	3
equally	32
equals	6
equation	1
equerry	1
equipment	13
equitable	1
equivalent	5
equivocation	1
er	446
era	1
eradicated	1
eradicating	2
erase	2
erased	1
eraw^a	1
ercast	3
ercasts	1
ercharged	1
ercomes	1
ere	43
erect	22
erected	1
erectheus	1
eretria	1
ereuthalion	3
erflow	3
erflows	3
ergushovo	9
erhangs	2
erhung	2
erichthonius	2
ericthonius	1
erinnys	1
eris	1
erlabour^a	2
erlaucht	2
erleap^a	1
erleaps	1
erlook^a	2
erlooks	4
ermatch^a	1
ernest	13
erpass^a	1
erpower	1
erpower^a	1
erpowered	1
erpowering	1
erpowers	1
err	1
err^a	5
errand	1
erred	1
erring	10
erroneous	1
erroneously	1
erroneousness	1
error	11
errors	10
erruling	1
ershades	2
ershading	2
erspent	1
erspread	9
ertake	1
ertaken	1
ertakes	4
erthrew	3
erthrown	13
ertook	3
erturn	1
erturn^a	3
erturns	3
erwhelm	3
erwhelm^a	2
erwhelmed	1
erwhelms	3
erwrought	1
eryalus	1
erymas	2
erythinus^a	1
erythrae	3
es	2
escape	44
escaped	14
escapes	2
escaping	5
eschewed	1
escort	2
escorted	7
escorting	3
esoteric	1
especial	5
especially	140
espied	1
espies	2
espoused	2
espousing	1
esq	1
essay	3
essay^a	1
essays	1
essence	2
essential	26
essentially	3
est	27
establish	2
established	14
establishing	1
establishment	4
estate	43
estates	5
esteem	14
esteem^a	1
esteemed	7
estia	1
estiatores	1
estimable	2
estimate	1
estimated	2
estimation	6
estionto	1
estragon	1
estrange	1
estrangement	2
et	15
etant	1
etc	8
eteon^a	1
eternal	79
eternally	1
eternity	2
etext	2
ether	3
ethereal	41
ethic	1
ethical	1
ethiopia	1
ethiopian	1
ethiopians	1
ethiops	1
ethnographic	1
ethnographical	2
etiquette	4
etymology	2
euaemon^a	1
euboea	1
euboeans	1
euchenor	1
eudorus	1
eulogized	1
eulogy	1
eum	1
eumedes^a	2
eumelus	7
eumelus^a	3
eunaeus	3
euodos	1
euphemus	1
euphetes	1
euphorbus	7
eupoiia^a	1
eur	1
euripides	2
europa	1
europe	21
european	12
euryalus	3
eurybates	2
eurydamus	1
eurymedon	3
eurymedusa	1
eurynome	3
eurypylus	12
eurystheus	1
eurystheus^a	1
eurytus	1
eurytus^a	1
eustathius	2
eutresis	1
euxine	1
ev^a	1
evade	2
evaded	2
evading	1
evaemon^a	1
evasively	1
eve	4
even	621
evening	188
evenings	7
evenly	5
evenness	1
event	47
eventful	1
events	35
eventual	1
eventualities	1
evenus	1
ever	354
everie	1
everlasting	17
every	586
everybody	38
everyday	3
everyone	176
everything	389
everywhere	27
evian	2
evidence	23
evidences	3
evident	29
evidently	48
evil	67
evils	9
evinced	2
evippus	1
evoked	4
evolution	6
ewe	2
ewer	1
ewig	1
exact	15
exacted	2
exacting	2
exactions	1
exactitude	1
exactly	56
exactness	1
exaggerate	1
exaggerated	8
exaggerating	2
exaggeration	7
exalt	4
exalted	18
exalting	1
exalts	1
examination	10
examinations	1
examine	9
examined	18
examiner	1
examines	1
examining	13
example	31
exampled	1
examples	8
exasperate	2
exasperated	22
exasperating	1
exasperation	7
exceed	8
exceeded	3
exceeding	1
exceedingly	30
exceeds	2
excel	8
excell^a	5
excelled	3
excellence	6
excellences	1
excellency	24
excellent	52
excellently	1
excels	2
except	78
excepted	3
excepting	4
exception	7
exceptional	9
exceptionally	9
exceptions	3
excess	17
excessive	9
excessively	10
excessivement	1
exchange	9
exchanged	11
exchanging	3
excitability	1
excite	21
excited	48
excitedly	3
excitement	50
excitements	1
excites	2
exciting	6
exclaim	1
exclaim^a	1
exclaimed	28
exclaiming	2
exclaims	3
exclamation	5
exclamations	5
excluded	2
excludes	1
excluding	1
exclusion	6
exclusively	1
excommunication	1
exculpated	1
excursion	3
excusable	1
excuse	55
excused	5
excuserez	1
excuses	1
excusing	2
execrate	1
execrated	1
execration	1
execute	4
executed	6
executing	1
execution	13
executive	4
exemplary	1
exemplified	1
exempt	13
exempted	1
exercise	28
exercised	5
exercises	3
exercising	1
exert	12
exerted	6
exerting	2
exertion	12
exertions	5
exerts	3
exhalation	1
exhalations	1
exhale	1
exhaling	1
exhaust	3
exhausted	18
exhausting	1
exhaustion	4
exhaustless	2
exhibit	5
exhibited	9
exhibiting	2
exhibition	4
exhibitions	2
exhilarated	1
exhilarating	1
exhort	2
exhortation	2
exhortations	2
exhorting	1
exhorts	5
exile	9
exiled	2
exiles	2
exist	21
existe	1
existed	19
existence	80
existent	3
existing	17
exists	10
exit	1
exod	1
exonerate	1
exorcise	1
exordium	1
exotic	1
exousin	1
exp	1
expanded	6
expanding	2
expanse	5
expanses	1
expansion	2
expatiate	3
expect	71
expectation	15
expectations	5
expected	108
expecting	45
expects	9
expedient	2
expedite	1
expedition	15
expeditions	2
expel	1
expell^a	4
expelled	2
expels	1
expend	4
expended	2
expenditure	6
expenditures	1
expense	10
expenses	19
expensive	6
experience	27
experienced	52
experiences	3
experiencing	8
experiment	6
experimentalist	1
experiments	2
expert	3
expiate	2
expiated	1
expiration	2
expire	16
expired	4
expires	8
expiring	4
explain	61
explain^a	1
explained	32
explaining	18
explains	5
explanation	34
explanations	5
explications	1
exploded	4
exploit	1
exploiting	1
exploits	3
exploration	1
explore	13
explored	4
explores	2
exploring	2
exportation	1
exporting	4
expose	8
exposed	16
exposing	2
exposition	5
expostulate	1
expostulation	1
expound	3
expounded	2
expounding	2
express	61
express^a	15
expressed	75
expresses	1
expressing	26
expression	226
expressions	15
expressive	14
expressly	3
expunging	1
exquisite	48
exquisitely	1
extant	2
extemporaneous	1
extend	11
extended	43
extending	3
extends	19
extension	2
extensive	8
extent	23
extents	1
extenuating	1
exterior	1
external	21
externally	3
extinct	3
extinction	4
extinguish	9
extinguish^a	2
extinguished	9
extinguishing	1
extirpate	1
extoll^a	2
extolling	1
extort	2
extra	3
extract	3
extracted	1
extracting	2
extracts	6
extraneous	4
extraordinarily	12
extraordinary	31
extravagance	4
extreme	43
extremely	48
extremes	7
extremest	4
extremities	1
extremity	4
extricate	5
extricated	2
extricating	1
exuberant	1
exult	3
exultation	4
exulting	9
exults	3
eye	118
eye^a	1
eyeballs	5
eyebrow	2
eyebrows	15
eyed	31
eyeing	3
eyelashes	6
eyelid	1
eyelids	9
eyes	922
eyes^a	1
eyewitnesses	1
f	46
f"urst	1
f"urstin	1
f3	2
f^ete	3
fa	1
fab	2
fable	11
fable^a	1
fabled	1
fables	2
fabric	4
faccia	1
face	638
faced	12
faces	37
facetious	1
facile	1
facilitated	1
facilities	5
facility	8
facing	19
fact	143
factions	3
factious	2
factor	1
factories	1
factory	3
facts	26
faculties	5
faculty	16
fad^a	1
fade	2
faded	4
fades	1
faggot	1
fagots	1
fail	25
fail^a	6
failed	28
failing	15
failings	1
fails	1
failure	12
failures	2
fain	2
faint	32
fainted	7
fainter	4
faintest	3
fainting	21
faintly	12
faintness	1
faints	4
fair	203
fairbanks	6
faire	3
fairer	3
fairest	7
fairies	1
fairly	12
fairness	1
fairy	2
fairyland	1
fais	2
fait	7
faith	59
faithful	28
faithless	12
falchion	23
falchions	7
falcon	6
falcons	1
falkland	1
fall	218
fall^a	2
fallacious	1
fallacy	1
fallen	52
falling	46
fallow	5
fallows	1
falls	73
false	44
falsehood	21
falsehoods	1
falsely	4
falsity	6
falter	1
faltering	4
fama	1
fame	138
famed	37
fameux	1
familiar	65
familiarised	1
familiarity	4
familiarize	1
familiarly	2
families	18
family	209
famine	5
famish^a	1
famished	1
famling	1
famous	6
fan	11
fancied	58
fancies	3
fanciful	2
fancifully	1
fancy	81
fancying	8
fane	15
fanes	1
fangs	1
fanned	3
fanning	1
fanny	2
fans	1
fantasia	6
fantasies	1
fantastic	3
far	347
farce	2
fardeau	4
fare	10
fares	3
farewell	19
farinaceous	1
farm	16
farmer	2
farmers	1
farmhouse	2
farming	18
farmyard	3
farther	19
farthest	3
farthing	5
fascinated	11
fascinating	11
fascination	2
fashion	30
fashion^a	1
fashionable	20
fashionably	1
fashioned	17
fashions	2
fasque	1
fast	38
fasten	1
fasten^a	2
fastened	18
fastening	3
fastens	2
faster	5
fastidious	4
fasting	1
fasts	4
fat	45
fatal	66
fatality	3
fatally	3
fate	264
fate^a	2
fated	21
fateful	1
fates	52
father	422
father^a	43
fatherland	1
fatherly	2
fathers	14
fathers^a	1
fatigue	20
fatigued	4
fatigues	1
fatiguing	1
fatten	1
fatten^a	1
fattest	1
fault	58
faultiness	1
faultless	2
faults	11
faulty	1
faut	5
favor	24
favorable	8
favorably	2
favorite	30
favorites	1
favour	41
favour^a	13
favourable	17
favourably	2
favoured	3
favouring	10
favourite	25
favourites	2
favours	6
fawn	3
fawns	2
fear	180
fear^a	16
feared	24
fearful	42
fearfully	8
fearing	13
fearless	13
fears	60
feasibility	1
feast	36
feasted	2
feasting	3
feasts	10
feather	5
feather^a	8
feathers	2
feathery	2
feats	4
feature	9
features	24
february	4
fecundity	1
fed	36
federal	8
federovna	1
fedoritch	1
fedorovitch	2
fedot	1
fee	33
feeble	27
feebleness	1
feebler	5
feebly	4
feed	11
feeding	6
feeds	2
feel	237
feeling	403
feeling^a	1
feelings	167
feels	36
fees	17
feet	117
feign	1
feigned	1
feigning	1
feint	1
felicitations	1
felicity	11
felix	51
fell	215
fell^a	5
felling	2
fellow	108
fellow^a	1
fellows	13
fellowship	1
fells	1
felt	705
female	27
females	6
feminine	10
femme	2
fen	1
fence	2
fenced	4
fences	4
fencing	1
fender	1
fenny	1
fens	1
fer	1
ferai	1
ferocious	1
feronia	1
ferret^a	1
ferreting	1
ferrets	1
fertile	8
fertilizing	1
fertinghof	1
fervent	5
fervently	2
fervid	1
fervor	5
fervour	3
festering	2
festival	3
festivals	5
festive	2
festively	1
festivities	1
fetch	25
fetch^a	1
fetched	3
fetching	4
fetlocks	1
fetter	1
fettered	1
fetters	6
feud	1
feudal	1
feuds	2
fever	16
feverish	11
fevers	1
few	198
fewer	5
fibre	1
fibres	4
fickle	1
fiction	3
fictions	1
fictitious	5
fiddles	1
fidelity	3
fidgeting	3
fidgety	3
field	229
field^a	1
fields	162
fiend	38
fiendish	6
fiends	3
fier	1
fierce	163
fiercely	6
fierceness	1
fiercer	11
fiercest	5
fiery	34
fifteen	17
fifteenth	2
fifth	10
fifty	42
fig	2
fig^a	1
fight	272
fight^a	1
fighting	16
fights	15
figs	1
figurative	2
figure	116
figured	3
figures	21
figurez	1
filbert	1
filch	1
file	9
files	11
filez	1
filial	5
filippov	1
fill	25
fill^a	22
filled	63
fillets	1
filling	12
fills	33
film	3
filtered	1
filth	2
filthy	12
fin	1
final	12
finally	18
finance	1
finances	3
financial	7
find	244
finding	42
finds	20
fine	84
finely	2
fineness	1
finer	3
finery	1
finesses	1
finest	6
finger	30
finger^a	1
fingering	1
fingers	52
finish	32
finish^a	5
finished	80
finishes	1
finishing	12
finnish	1
finogen	1
fior	1
fir	2
fire	155
fired	44
fireplace	1
fireplaces	1
fires	65
firesides	1
firing	4
firm	43
firmament	5
firmer	2
firmest	4
firmly	30
firmness	10
firs	3
first	821
firstling	2
firstlings	2
fish	24
fisherman	1
fishermen	3
fishermen^a	1
fishers	1
fishes	3
fishing	6
fishmonger	1
fist	2
fists	2
fit	31
fitness	6
fits	25
fitted	11
fitter	1
fitting	10
fittingly	1
fittings	1
fitzwilliam	10
fiu	1
fiume	1
five	115
fix	22
fix^a	78
fixed	81
fixedly	1
fixes	2
fixing	8
flaccus	1
flag	1
flagged	1
flagging	2
flaggy	1
flagitious	2
flagrant	1
flags	1
flagstones	1
flaky	1
flame	59
flamed	9
flames	65
flaming	34
flamy	1
flank	7
flanked	1
flannel	1
flare	1
flared	1
flash	24
flash^a	13
flashed	15
flashes	6
flashing	16
flat	12
flatirons	1
flatness	1
flatted	1
flatter	9
flattered	5
flatterers	1
flattering	11
flattery	4
flavor	2
flavourous	1
flax	1
flaxen	4
flay	2
flea	1
flecked	2
fled	63
fledged	1
fleece	3
fleeces	4
fleecy	13
fleeing	1
fleet	84
fleetest	1
fleeting	3
fleetness	2
fleets	11
flensburg	2
flerov	7
flesh	13
flesh^a	1
fleshless	1
fleshly	1
fleshy	1
fleurs	2
flew	114
flexions	1
flickered	3
flickering	2
flie	1
flies	151
fliest	1
flight	102
flight^a	1
flights	2
fling	9
flinging	12
flings	2
flints	1
flinty	1
flippantly	1
flirtation	3
flirted	4
flirting	2
flit	3
flitch	1
flits	1
flitted	3
flitting	1
float	9
floated	10
floating	21
floats	4
flock	4
flock^a	1
flocked	1
flocks	23
flog	1
flogged	1
flood	67
flooded	9
floodgates	1
flooding	1
floods	13
floor	32
floors	5
florian	1
florins	1
flounce	2
flounces	1
flouncing	1
floundering	3
flour	4
flourish	2
flourish^a	3
flourished	3
flourishes	1
flourishing	6
flow	52
flow^a	10
flowed	7
flower	15
flowerbeds	1
flowered	1
flowerets	2
flowering	4
flowers	44
flowery	10
flowing	15
flown	9
flows	24
fluctuate	1
fluctuates	1
fluctuating	2
fluency	3
fluent	2
fluently	1
fluids	1
flung	43
flurried	1
flush	12
flush^a	2
flushed	31
flushing	20
flute	1
flutt^a	1
fluttered	4
fluttering	6
flutters	1
flux	1
fly	122
flying	81
foals	1
foam	9
foam^a	1
foaming	29
foams	12
foamy	3
fodder	1
foe	171
foe^a	3
foes	62
foes^a	1
fog	7
foisting	1
fokanitch	3
fold	10
folded	6
folding	6
foldings	2
folds	15
foliage	4
folios	1
folk	2
folks	4
folle	1
follies	4
follow	65
follow^a	13
followed	108
followers	8
following	106
follows	22
folly	8
fomin	4
fomitch	2
fond	64
fondant	1
fonder	3
fondly	3
fondness	2
food	64
foodful	2
fool	20
fooling	1
foolish	15
foolishness	2
fools	7
foot	66
footboard	1
footed	11
foothold	1
footing	4
footlights	5
footman	46
footmen	10
footnotes	1
footpath	1
footstep	2
footsteps	16
footstool	4
for	4622
